,x,y
0,0.5488135039273248,4.27544354465088
1,0.7151893663724195,4.200386705937004
2,0.6027633760716439,4.440720774265882
3,0.5448831829968969,4.551954911111232
4,0.4236547993389047,3.5960627421977676
5,0.6458941130666561,4.367945560551149
6,0.4375872112626925,3.967216353797224
7,0.8917730007820798,4.855797907355033
8,0.9636627605010293,4.650407153642677
9,0.3834415188257777,4.21963204916854
10,0.7917250380826646,4.530575454782957
11,0.5288949197529045,4.4041985119769365
12,0.5680445610939323,4.335568397505369
13,0.925596638292661,4.648630227440456
14,0.07103605819788694,3.455869936098251
15,0.08712929970154071,3.070764340250066
16,0.02021839744032572,3.4215399919918132
17,0.832619845547938,4.746512563731734
18,0.7781567509498505,4.938048863754554
19,0.8700121482468192,4.932555886571404
20,0.978618342232764,5.182490964285169
21,0.7991585642167236,4.599641510360149
22,0.46147936225293185,4.3790423592290875
23,0.7805291762864555,4.705048551802548
24,0.11827442586893322,3.1604039002960462
25,0.6399210213275238,4.386235256782972
26,0.1433532874090464,2.8058997731274262
27,0.9446689170495839,4.690912650773717
28,0.5218483217500717,4.203870180992828
29,0.4146619399905236,3.6194014871914915
30,0.26455561210462697,3.6471266532080957
31,0.7742336894342167,4.477236079814199
32,0.45615033221654855,3.5477747286555474
33,0.5684339488686485,3.935150223693328
34,0.018789800436355142,3.107544511573975
35,0.6176354970758771,4.326143755399928
36,0.6120957227224214,4.298516694294422
37,0.6169339968747569,4.387068813606648
38,0.9437480785146242,5.039599427030938
39,0.6818202991034834,4.295059033640941
40,0.359507900573786,4.1155623969986355
41,0.43703195379934145,3.7416257776465796
42,0.6976311959272649,4.331127317120156
43,0.06022547162926983,3.512374298274212
44,0.6667667154456677,4.6397274199374205
45,0.6706378696181594,4.545164322776685
46,0.2103825610738409,3.0209920094599827
47,0.1289262976548533,3.6773352090543803
48,0.31542835092418386,3.845098001397479
49,0.3637107709426226,4.2262685484531115
50,0.5701967704178796,3.7898418454937532
51,0.43860151346232035,4.245329084292855
52,0.9883738380592262,4.639240610794827
53,0.10204481074802807,3.3196491857799004
54,0.2088767560948347,3.0415734950391107
55,0.16130951788499626,3.670627265092227
56,0.6531083254653984,4.613535609655807
57,0.2532916025397821,3.5756839436941577
58,0.4663107728563063,3.8398048429386122
59,0.24442559200160274,3.0580181794583434
60,0.15896958364551972,3.515367940435603
61,0.11037514116430513,3.1742929650066793
62,0.6563295894652734,4.534714778400895
63,0.1381829513486138,3.642748228625857
64,0.1965823616800535,3.868686228362993
65,0.3687251706609641,4.093253683714539
66,0.8209932298479351,4.153700543880872
67,0.09710127579306127,3.054180616064486
68,0.8379449074988039,4.905880377421665
69,0.09609840789396307,2.8638264930493667
70,0.9764594650133958,4.973955536230921
71,0.4686512016477016,3.4916403916346566
72,0.9767610881903371,4.653518701277074
73,0.604845519745046,3.728212833950706
74,0.7392635793983017,4.772224862154024
75,0.039187792254320675,2.8023002725690214
76,0.2828069625764096,3.410965605849722
77,0.1201965612131689,3.6684744158919287
78,0.29614019752214493,3.796694796967823
79,0.11872771895424405,2.769294367439796
80,0.317983179393976,3.300660515285865
81,0.41426299451466997,3.9500043905291036
82,0.06414749634878436,3.2055235813017364
83,0.6924721193700198,4.1228370601145485
84,0.5666014542065752,4.567416906337944
85,0.2653894909394454,3.644744937844787
86,0.5232480534666997,4.0821289099583575
87,0.09394051075844168,3.2777909978714543
88,0.5759464955561793,4.382015020629128
89,0.9292961975762141,4.67053739063203
90,0.31856895245132366,3.5353589671187393
91,0.6674103799636817,4.0446645089024855
92,0.13179786240439217,2.9497887306891206
93,0.7163272041185655,4.877026798221065
94,0.2894060929472011,3.81836298094369
95,0.18319136200711683,3.3568415326318006
96,0.5865129348100832,3.9004404975934897
97,0.020107546187493552,2.79457157414538
98,0.8289400292173631,4.215909218758602
99,0.004695476192547066,2.9438075779432147
